user_id,payment_method_id,payment_plan_days,plan_list_price,actual_amount_paid,is_auto_renew,transaction_date,membership_expire_date,is_cancel
17752,41,30,149,149,1,12/2/2019,1/2/2020,0
80751799,41,30,149,149,1,5/17/2018,6/17/2018,0
417851977,41,30,99,99,1,8/4/2019,8/4/2019,1
98426620,35,7,0,0,0,11/1/2019,11/8/2019,0
158623290,37,30,149,149,1,11/21/2019,12/20/2019,0
59706047,41,30,99,99,1,4/23/2019,5/23/2019,0
47321748,41,30,149,149,1,12/3/2018,1/4/2019,0
13384,34,30,149,149,1,7/31/2019,8/31/2019,0
456090103,39,30,149,149,1,7/31/2019,9/11/2019,0
238254516,32,410,1788,1788,0,4/12/2018,5/26/2019,0
143454407,41,30,99,99,1,8/2/2019,9/2/2019,0
159118073,41,30,129,129,1,4/23/2019,5/23/2019,0
517237487,41,30,99,99,1,2/5/2020,3/5/2020,0
89044305,41,30,129,129,1,9/30/2018,11/1/2018,0
23393929,36,30,150,150,0,12/11/2018,1/10/2019,0
96084865,41,30,149,149,1,6/28/2019,6/28/2019,1
144756922,33,30,149,149,1,6/30/2019,7/31/2019,0
151749599,41,30,129,129,1,7/19/2019,8/20/2019,0
21802540,41,30,149,149,1,6/9/2019,7/9/2019,0
197365040,39,30,149,149,1,5/31/2018,7/16/2018,0
14711,41,30,149,149,1,3/13/2019,4/14/2019,0
112279298,38,30,149,149,0,11/26/2019,12/26/2019,0
171703116,39,30,149,149,1,9/30/2018,11/8/2018,0
51978040,36,30,150,150,0,9/1/2018,10/1/2018,0
107231994,40,30,149,149,1,7/28/2019,8/28/2019,0
210470343,22,410,1788,1788,0,3/10/2018,4/26/2019,0
142055874,40,30,149,149,1,9/27/2019,10/26/2019,0
417598419,41,30,149,149,1,6/30/2018,8/1/2018,0
274729773,32,0,0,536,0,5/1/2018,10/31/2018,0
256323651,41,30,149,149,1,5/16/2019,6/18/2019,0
229036096,31,30,149,149,1,9/30/2019,10/31/2019,0
46423468,41,30,99,99,1,3/7/2019,4/7/2019,0
39220332,41,30,149,149,1,7/21/2019,8/21/2019,0
54591772,40,30,149,149,1,11/20/2018,12/19/2018,0
142654338,41,30,149,149,1,7/25/2018,7/25/2018,1
45918233,41,30,149,119,1,10/6/2018,11/7/2018,0
59163454,41,30,99,99,1,8/13/2019,9/12/2019,0
463333840,40,30,149,149,1,5/8/2019,6/7/2019,0
432886310,41,30,149,149,1,3/19/2019,3/19/2019,1
433133406,41,0,0,149,1,4/30/2018,5/31/2018,0
91157647,37,0,0,149,1,4/28/2018,5/28/2018,0
417942397,29,30,180,180,1,2/23/2020,3/23/2020,0
14062,39,30,149,149,1,5/31/2018,7/25/2018,0
17621,41,30,149,0,1,7/6/2019,8/5/2019,0
106911238,41,30,99,99,1,8/14/2019,9/14/2019,0
75264130,41,0,0,129,1,5/6/2018,6/6/2018,0
244525060,41,30,149,149,1,7/8/2019,8/8/2019,0
149489557,41,30,149,119,1,5/31/2018,6/30/2018,0
169317274,41,30,149,149,1,9/30/2018,11/1/2018,0
60226267,41,30,149,149,1,2/21/2018,3/25/2020,0
65030617,41,30,99,99,1,2/9/2019,3/9/2019,0
490262992,40,30,149,149,1,1/26/2019,2/25/2019,0
104895486,41,30,99,99,1,11/1/2019,12/1/2019,0
70941755,40,30,149,149,1,9/1/2018,10/2/2018,0
186037869,38,30,149,149,0,2/4/2018,3/6/2018,0
17598753,38,30,149,149,0,8/12/2018,9/13/2018,0
40545232,41,30,149,149,1,8/10/2018,9/10/2018,0
485657064,38,7,0,0,0,10/13/2019,10/20/2019,0
17950,39,30,149,149,1,12/2/2018,1/29/2019,0
240080551,35,7,0,0,0,6/8/2018,6/15/2018,0
413834424,41,30,149,149,1,1/31/2019,2/28/2019,0
31116713,41,30,149,149,1,6/10/2018,7/11/2018,0
147182492,31,30,149,149,1,7/31/2019,8/31/2019,0
78648925,41,30,149,149,1,6/15/2018,7/16/2018,0
14688,41,30,99,99,1,4/15/2019,5/15/2019,0
144906308,41,30,99,99,1,9/15/2019,10/15/2019,0
218749130,41,30,149,149,1,10/31/2018,12/2/2018,0
106337102,41,30,149,149,1,4/5/2018,5/5/2018,0
18231,41,30,99,99,1,11/18/2019,12/18/2019,0
478880422,38,30,149,149,0,6/3/2019,7/3/2019,0
55056436,41,30,99,99,1,9/21/2019,10/21/2019,0
28576941,34,30,149,149,1,1/31/2019,2/28/2019,0
51190991,41,30,129,129,1,7/26/2018,8/28/2018,0
157495003,41,30,99,99,1,9/2/2019,10/2/2019,0
241625820,40,31,149,149,1,3/17/2018,4/16/2018,0
481241695,41,30,129,129,1,1/24/2019,2/25/2019,0
174812690,41,30,99,99,1,7/31/2019,8/31/2019,0
42583390,41,30,149,149,1,1/4/2019,2/5/2019,0
140160118,38,30,149,149,0,10/13/2018,11/12/2018,0
16103,41,0,0,149,1,5/12/2018,6/12/2018,0
90988683,40,30,149,149,1,6/16/2018,7/15/2018,0
180758595,35,7,0,0,0,6/9/2018,6/15/2018,0
82806553,40,30,149,149,1,5/18/2018,6/18/2018,0
441889101,41,30,99,99,1,2/15/2020,3/15/2020,0
474425653,39,30,149,149,1,5/31/2018,7/18/2018,0
184231924,40,30,149,149,1,2/21/2019,3/20/2019,0
517310649,41,30,149,149,1,1/16/2018,2/16/2018,0
37085748,41,30,99,99,1,8/12/2019,9/12/2019,0
39131688,41,30,149,149,1,3/6/2018,4/6/2018,0
196104680,38,30,149,149,0,3/25/2018,4/24/2018,0
142944321,35,7,0,0,0,7/9/2019,8/14/2019,0
247931133,41,30,99,99,1,4/12/2019,4/12/2019,1
187789152,40,31,149,149,1,4/15/2018,5/14/2018,0
62323235,34,30,149,149,1,2/29/2020,3/31/2020,0
109584680,41,30,149,149,1,7/14/2018,8/15/2018,0
123760234,41,30,149,149,1,11/25/2018,12/25/2018,0
140420438,40,30,149,149,1,12/22/2019,1/22/2020,0
63733740,41,30,99,99,1,7/21/2019,8/21/2019,0
166416471,41,30,99,99,1,4/3/2019,5/3/2019,0
192148109,32,410,1788,1788,0,6/2/2018,7/16/2019,0
157332542,41,30,149,149,1,8/31/2018,10/3/2018,0
53263061,37,31,149,149,1,1/12/2018,2/12/2018,0
117941778,41,30,99,99,1,9/20/2019,10/20/2019,0
57526597,41,30,149,149,1,2/25/2019,3/26/2019,0
71512700,40,30,149,149,1,10/1/2019,11/6/2019,0
39724467,28,30,150,150,0,10/1/2019,10/31/2019,0
58578649,41,30,149,149,1,8/13/2018,9/13/2018,0
196741386,37,30,149,149,1,10/10/2018,11/10/2018,0
79746040,36,30,180,180,1,7/10/2019,8/9/2019,0
157602243,40,31,149,149,1,4/11/2018,5/17/2018,0
176851607,41,30,99,99,1,8/16/2019,9/16/2019,0
93650472,38,30,149,149,0,3/5/2019,4/4/2019,0
75373669,41,30,99,99,1,10/27/2019,11/27/2019,0
42517743,41,30,149,149,1,9/3/2018,10/3/2018,0
435911529,36,30,150,150,0,8/29/2018,10/4/2018,0
47052736,7,30,149,149,1,12/24/2018,1/23/2019,0
131273104,41,30,149,119,1,8/9/2018,9/10/2018,0
16714,41,30,149,149,1,10/27/2018,11/27/2018,0
440288632,40,31,149,149,1,1/15/2018,4/17/2018,0
189967621,37,30,149,149,1,7/17/2019,8/16/2019,0
178783062,41,30,149,149,1,12/8/2019,12/9/2019,1
165204409,39,31,149,149,1,2/28/2018,4/17/2018,0
506312598,40,30,149,149,1,8/12/2019,9/11/2019,0
30295219,41,30,99,99,1,1/15/2019,2/15/2019,0
490995390,37,30,149,149,1,11/28/2018,12/28/2018,0
255856520,41,30,149,0,1,9/12/2018,10/12/2018,0
113909347,41,30,149,149,1,10/13/2019,11/14/2019,0
254424610,41,30,99,99,1,2/24/2020,3/24/2020,0
51529432,41,30,99,99,1,10/4/2019,11/4/2019,0
443393873,41,0,0,149,1,5/8/2018,6/9/2018,0
105566190,36,30,180,180,0,6/26/2019,7/26/2019,0
105343244,39,30,149,149,1,7/31/2019,9/30/2019,0
108452435,38,30,149,149,0,11/19/2019,12/29/2019,0
492152177,41,30,129,129,1,1/19/2019,2/19/2019,0
15356,39,31,149,149,1,3/31/2018,5/27/2018,0
439498644,41,30,149,149,1,12/14/2019,1/14/2020,0
208078712,41,30,99,99,1,3/31/2019,4/30/2019,0
88359538,40,30,149,149,1,11/9/2018,12/9/2018,0
71521770,41,30,99,99,1,2/12/2020,3/12/2020,0
256934029,36,30,180,180,1,1/8/2020,2/7/2020,0
446126408,40,31,149,149,1,2/5/2018,3/6/2018,0
146426504,37,30,149,149,1,1/7/2019,2/6/2019,0
428120596,41,30,149,149,1,3/4/2018,4/5/2018,0
429381908,40,30,149,149,1,8/18/2018,9/17/2018,0
247421736,38,30,149,149,0,1/17/2020,2/16/2020,0
55118432,41,30,99,99,1,7/6/2019,8/6/2019,0
45686481,41,30,99,99,1,6/20/2019,7/20/2019,0
109100109,23,30,149,149,1,1/31/2020,2/28/2020,0
183909479,39,30,149,149,1,7/31/2019,9/27/2019,0
26050820,41,30,99,99,1,2/7/2020,3/7/2020,0
121805150,41,30,149,149,1,1/1/2020,2/1/2020,0
114841750,41,30,149,149,1,6/3/2019,7/3/2019,0
17446,41,30,149,119,1,5/18/2018,6/18/2018,0
424038378,39,30,149,149,1,1/31/2019,3/27/2019,0
60606442,41,30,149,149,1,1/10/2020,2/10/2020,0
508261257,34,30,149,149,1,2/28/2020,3/31/2020,0
49688369,41,30,99,99,1,8/4/2019,9/4/2019,0
175910748,41,30,149,149,1,1/19/2018,2/19/2018,0
203526791,41,30,99,99,1,12/2/2018,1/2/2019,0
138393010,41,30,99,99,1,11/9/2019,12/9/2019,0
156992773,41,30,149,149,1,1/3/2018,2/3/2018,0
203663754,41,30,149,149,1,3/2/2018,4/2/2018,0
193275584,40,30,149,149,1,8/7/2019,8/9/2019,1
86236361,36,30,180,180,0,6/27/2019,7/27/2019,0
110492815,35,7,0,0,0,11/6/2019,11/13/2019,0
443089980,39,30,149,149,1,12/31/2019,2/7/2020,0
106336262,41,30,100,100,1,11/15/2019,12/15/2019,0
167913539,41,30,149,149,1,12/14/2018,1/14/2019,0
49064828,38,30,149,149,0,10/9/2018,11/8/2018,0
162003050,41,0,0,149,1,5/12/2018,6/13/2018,0
38269459,41,30,149,149,1,1/7/2020,2/8/2020,0
415082913,41,30,99,99,1,9/15/2019,10/15/2019,0
153506587,41,30,99,99,1,8/23/2019,9/23/2019,0
72586503,38,30,149,149,0,12/20/2018,1/19/2019,0
87065275,38,30,149,149,0,3/5/2019,4/4/2019,0
502269231,41,30,149,149,1,11/15/2018,12/15/2018,0
129056154,41,30,99,99,1,9/5/2018,10/5/2018,0
49997401,41,30,99,99,1,6/1/2019,7/1/2019,0
194186983,41,30,149,149,1,3/25/2019,4/28/2019,0
104521287,41,30,99,99,1,6/15/2019,7/16/2019,0
131915931,41,30,99,99,1,7/15/2018,8/14/2018,0
87166474,37,30,149,149,1,2/5/2020,3/4/2020,0
70166037,39,30,149,149,1,5/31/2018,7/23/2018,0
14852,41,30,99,99,1,3/26/2019,4/26/2019,0
491912479,34,30,149,149,1,11/30/2018,12/31/2018,0
63105625,39,30,149,149,1,7/31/2019,9/17/2019,0
27947877,38,30,149,149,0,7/10/2019,8/9/2019,0
47641158,35,7,0,0,0,10/25/2019,11/1/2019,0
18042,41,30,129,129,1,11/23/2018,12/23/2018,0
516204134,37,30,149,149,1,7/10/2019,8/9/2019,0
194349430,41,30,149,149,1,2/21/2019,3/22/2019,0
168604363,34,30,149,149,1,3/31/2019,4/30/2019,0
82037203,41,30,99,99,1,12/22/2018,1/22/2019,0
459463231,41,30,129,129,1,10/1/2018,11/1/2018,0
189148323,36,30,150,150,0,9/19/2018,10/19/2018,0
176031196,41,30,99,99,1,9/5/2019,10/5/2019,0
501229581,40,30,149,149,1,3/31/2019,4/12/2019,1
93812777,41,30,99,99,1,5/27/2019,6/27/2019,0
14518,41,30,99,99,1,4/17/2019,5/17/2019,0
14240,41,30,99,99,1,12/31/2019,12/31/2019,1
198755844,41,30,149,149,1,12/2/2018,1/2/2019,0
153353959,39,30,149,149,1,10/31/2019,12/12/2019,0
447036116,41,30,129,129,1,6/4/2018,7/5/2018,0
103539171,34,30,149,149,1,2/28/2020,3/31/2020,0
511991733,39,30,149,149,1,6/30/2018,8/14/2018,0
175152654,41,30,149,0,1,6/27/2018,7/26/2018,0
52407326,41,30,149,149,1,1/5/2020,2/5/2020,0
217909247,41,30,129,129,1,9/7/2019,9/7/2019,1
45127892,39,30,149,149,1,7/31/2018,9/23/2018,0
85805760,40,30,149,0,1,1/8/2020,2/7/2020,0
39508631,37,30,149,149,1,9/11/2018,10/10/2018,0
189154958,39,31,149,149,1,2/28/2018,4/7/2018,0
2286681,40,30,149,149,1,9/2/2019,10/1/2019,0
61765204,35,7,0,0,0,11/13/2018,11/13/2018,0
93462726,38,30,149,149,0,2/15/2019,3/16/2019,0
15036,39,30,149,149,1,9/30/2019,11/16/2019,0
120963146,41,30,149,149,1,2/7/2019,3/7/2019,0
13521,41,30,149,149,1,1/8/2020,2/8/2020,0
63135914,36,30,180,180,0,12/8/2019,1/8/2020,0
152954848,37,30,149,149,1,1/20/2019,2/19/2019,0
17597,39,30,149,149,1,10/31/2019,12/16/2019,0
46021592,36,30,150,150,0,6/25/2018,7/25/2018,0
464422544,40,30,149,149,1,3/4/2019,4/3/2019,0
401204981,41,30,99,99,1,12/31/2019,1/31/2020,0
125863664,41,30,149,0,1,1/17/2019,2/17/2019,0
36594549,41,30,99,99,1,7/16/2019,8/16/2019,0
488973552,38,0,0,149,0,5/14/2018,6/13/2018,0
39129732,41,30,149,149,1,1/12/2019,2/13/2019,0
124740246,33,0,0,149,1,6/30/2018,7/31/2018,0
81915483,41,30,149,149,1,7/26/2018,8/26/2018,0
135196499,41,30,149,119,1,2/6/2018,8/24/2019,0
98169065,41,30,149,149,1,10/16/2018,11/16/2018,0
53725666,40,30,149,149,1,1/19/2019,2/20/2019,0
194907873,39,30,149,149,1,10/31/2019,12/6/2019,0
59757273,36,30,180,180,1,1/11/2020,2/10/2020,0
18118,34,30,149,149,1,11/30/2018,12/31/2018,0
32863976,39,31,149,149,1,3/31/2018,5/24/2018,0
16598,41,30,99,99,1,11/10/2019,12/10/2019,0
114815087,41,30,129,129,1,5/27/2019,6/27/2019,0
156296465,41,30,149,149,1,2/14/2018,3/14/2018,0
72926121,35,7,0,0,0,7/15/2019,7/20/2019,0
93112599,41,30,149,149,1,2/23/2019,2/23/2019,1
404813366,37,30,149,149,1,1/21/2019,2/20/2019,0
77664926,41,30,149,149,1,11/5/2018,12/5/2018,0
13043,38,30,149,149,0,12/20/2018,1/19/2019,0
416497813,41,30,149,119,1,10/1/2018,11/17/2019,0
112516547,41,30,149,149,1,12/16/2019,1/16/2020,0
474599602,41,30,129,129,1,7/13/2019,12/10/2019,0
44692825,41,30,149,149,1,2/4/2018,3/4/2018,0
157475280,41,30,99,99,1,4/23/2019,5/23/2019,0
28230373,41,30,149,149,1,9/9/2019,10/10/2019,0
113006604,40,31,149,149,1,1/25/2018,3/3/2018,0
433854206,36,30,180,180,0,6/26/2019,7/26/2019,0
64370709,41,30,99,99,1,11/19/2019,12/19/2019,0
115288949,40,30,149,149,1,5/18/2019,5/17/2019,1
31113075,41,30,149,149,1,5/15/2019,6/15/2019,0
200287572,41,30,149,149,1,2/10/2019,3/10/2019,0
145512583,38,30,149,149,0,8/22/2019,9/21/2019,0
58339162,41,30,99,99,1,8/19/2019,9/18/2019,0
45143025,41,30,129,129,1,8/16/2019,9/17/2019,0
38051463,41,30,149,149,1,4/9/2019,5/9/2019,0
144021227,38,30,149,149,0,7/13/2019,8/12/2019,0
43409345,41,30,129,129,1,3/10/2019,4/10/2019,0
421154776,35,7,0,0,0,11/1/2019,11/8/2019,0
238524138,41,30,99,99,1,3/22/2019,4/22/2019,0
500770605,41,30,119,119,1,1/11/2019,2/11/2019,0
49368220,41,30,149,0,1,11/13/2018,12/13/2018,0
147947445,41,30,149,149,1,12/26/2018,1/27/2019,0
120893872,38,30,149,149,0,3/29/2019,4/28/2019,0
132931679,41,30,99,99,1,11/11/2019,12/11/2019,0
115699278,38,30,149,149,0,4/6/2019,5/6/2019,0
63352391,41,30,149,149,1,11/9/2018,12/9/2018,0
191734863,41,30,149,149,1,10/26/2018,11/26/2018,0
107413938,36,30,180,180,1,2/5/2020,3/4/2020,0
34371079,37,30,149,149,1,10/4/2019,11/7/2019,0
31898109,41,30,149,149,1,3/18/2019,4/18/2019,0
25258824,40,31,149,149,1,1/21/2018,2/23/2018,0
236415762,41,30,99,99,1,6/2/2019,7/2/2019,0
50848506,41,30,149,0,1,7/4/2019,7/4/2019,1
126816292,18,30,149,149,1,1/9/2018,2/9/2018,0
120989137,41,30,99,99,1,2/28/2020,3/31/2020,0
132116295,38,30,149,149,0,2/13/2018,3/15/2018,0
152462830,38,30,149,149,0,3/20/2018,4/19/2018,0
101932261,38,30,149,149,0,9/12/2018,10/12/2018,0
448381487,41,30,149,149,1,2/5/2018,3/6/2018,0
514784928,41,30,149,149,1,7/21/2018,8/21/2018,0
482544097,40,31,149,149,1,1/11/2018,2/10/2018,0
177071357,41,30,99,99,1,10/19/2019,12/20/2019,0
167253066,41,30,149,149,1,12/15/2019,1/16/2020,0
39783270,40,30,149,149,1,12/18/2019,1/17/2020,0
240484361,41,30,129,129,1,9/11/2018,10/11/2018,0
38800403,41,30,149,149,1,9/7/2019,10/7/2019,0
79064696,38,30,149,149,0,11/7/2018,12/7/2018,0
177588370,41,30,99,99,1,7/3/2019,8/3/2019,0
17227,41,30,149,149,1,1/31/2018,2/28/2018,0
56118162,39,30,149,149,1,11/2/2018,12/18/2018,0
145993142,41,30,149,149,1,10/1/2018,11/2/2018,0
25627360,41,30,99,99,1,8/7/2019,9/7/2019,0
456471079,41,30,149,149,1,7/10/2019,8/10/2019,0
94646194,34,30,149,149,1,2/28/2020,3/31/2020,0
62186098,41,30,99,99,1,5/15/2019,6/15/2019,0
170909074,41,30,149,149,1,7/7/2018,8/6/2018,0
137310325,41,30,99,99,1,12/18/2019,1/18/2020,0
110828778,41,30,99,99,1,8/15/2019,9/15/2019,0
469898019,39,30,149,149,1,6/30/2018,7/18/2018,1
516404762,41,30,149,149,1,3/15/2018,4/15/2018,0
14640,25,100,500,500,0,3/8/2018,6/16/2018,0
168327867,41,30,149,149,1,10/15/2018,1/17/2020,0
136665723,20,100,480,480,0,10/19/2019,1/27/2020,0
77522972,39,30,149,149,1,9/30/2019,11/16/2019,0
15433,38,195,894,894,0,2/3/2019,8/16/2019,0
137310325,35,7,0,0,0,6/11/2018,6/15/2018,0
140698732,36,30,150,150,0,10/16/2018,11/15/2018,0
116826308,41,30,99,99,1,5/16/2019,6/16/2019,0
141558742,38,30,149,149,0,2/20/2019,3/22/2019,0
111320286,35,7,0,0,0,6/3/2018,6/15/2018,0
86014049,38,30,149,149,0,12/23/2019,1/26/2020,0
160442535,39,30,149,149,1,8/31/2019,10/24/2019,0
43536894,41,30,99,99,1,11/15/2019,12/15/2019,0
209578763,36,30,180,180,1,10/31/2019,12/6/2019,0
266520534,38,30,149,149,0,8/9/2018,9/8/2018,0
138982175,40,30,149,149,1,11/22/2019,12/21/2019,0
513372490,41,30,99,99,1,2/1/2019,3/1/2019,0
65675845,41,30,149,149,1,9/11/2019,10/11/2019,0
82976584,41,30,149,149,1,8/1/2019,9/1/2019,0
207219153,39,30,149,149,1,6/30/2018,8/21/2018,0
175626501,41,30,149,149,1,5/31/2019,7/1/2019,0
118137024,41,30,129,129,1,2/21/2019,3/22/2019,0
214102309,34,30,149,149,1,11/30/2018,12/31/2018,0
517573455,38,30,149,149,0,7/13/2018,8/12/2018,0
95794482,41,30,149,119,1,3/31/2018,5/26/2018,0
81425742,41,30,99,99,1,10/18/2019,11/18/2019,0
3481156,40,30,149,149,1,12/9/2019,1/8/2020,0
39518979,35,7,0,0,0,6/5/2018,6/15/2018,0
87405899,38,30,149,149,0,3/31/2019,4/30/2019,0
58220468,41,30,99,99,1,10/3/2019,11/3/2019,0
11646910,41,30,149,149,1,2/7/2018,3/7/2018,0
191869192,40,30,149,149,1,5/22/2018,6/21/2018,0
479395738,30,30,149,149,1,1/13/2020,2/12/2020,0
107137509,41,30,149,149,1,3/7/2019,4/7/2019,0
24197391,41,30,149,149,1,11/14/2018,12/14/2018,0
512733138,41,30,149,149,1,8/10/2019,9/10/2019,0
273231069,41,30,99,99,1,9/10/2019,10/10/2019,0
267260262,41,30,99,99,1,3/15/2019,4/15/2019,0
189905637,41,30,99,99,1,12/31/2019,1/31/2020,0
84612685,37,31,149,149,1,3/5/2018,4/6/2018,0
196175505,41,30,129,129,1,7/26/2018,8/26/2018,0
42022015,41,30,99,99,1,6/10/2019,7/10/2019,0
202102801,41,30,129,129,1,9/14/2018,10/14/2018,0
131993274,34,30,149,149,1,4/30/2019,5/31/2019,0
99989334,41,30,129,129,1,2/7/2020,3/7/2020,0
186713738,41,30,149,149,1,8/29/2019,9/30/2019,0
17046,40,30,149,149,1,9/1/2018,10/1/2018,0
136051585,40,30,149,149,1,6/27/2019,7/26/2019,0
182646246,33,30,149,149,1,5/31/2019,6/30/2019,0
149095574,40,30,149,149,1,8/10/2019,9/11/2019,0
503159656,37,30,149,149,1,1/8/2019,2/7/2019,0
142907660,37,30,149,149,1,5/12/2019,6/12/2019,0
76126905,33,30,149,149,1,6/30/2019,7/31/2019,0
17349,37,30,149,149,1,10/1/2019,10/31/2019,0
98397493,41,30,99,99,1,4/1/2019,5/1/2019,0
167353740,39,30,149,149,1,9/30/2019,11/17/2019,0
186976555,41,30,99,99,1,7/15/2019,8/15/2019,0
501604160,35,7,0,0,0,6/5/2018,6/15/2018,0
436188632,33,30,149,149,1,8/31/2019,9/30/2019,0
169594765,22,195,894,894,0,3/27/2018,10/11/2018,0
173162545,31,30,149,149,1,11/30/2018,12/31/2018,0
55345323,41,30,99,99,1,9/24/2019,10/24/2019,0
418606139,41,30,149,149,1,3/31/2018,5/31/2018,0
214924814,38,30,149,149,0,7/10/2018,8/9/2018,0
454283583,40,30,149,149,1,6/3/2019,7/2/2019,0
240840476,38,30,149,149,0,2/17/2018,3/19/2018,0
63065110,41,30,99,99,1,10/31/2019,11/30/2019,0
50260516,38,10,0,0,0,12/24/2018,1/16/2019,0
132199022,41,30,129,129,1,7/5/2018,8/5/2018,0
472120575,41,30,149,0,1,7/3/2018,8/2/2018,1
498186526,41,30,99,99,1,4/14/2019,5/14/2019,0
45740582,41,30,99,99,1,8/8/2019,9/8/2019,0
152413772,41,30,99,99,1,10/8/2019,11/8/2019,0
443487267,41,30,149,0,1,8/13/2018,8/27/2018,1
31840313,41,30,149,149,1,1/24/2018,2/24/2018,0
242009688,41,30,129,129,1,10/15/2019,11/16/2019,0
108091119,37,30,149,149,1,2/20/2020,3/22/2020,0
26396877,31,30,149,149,1,12/31/2018,1/31/2019,0
26507608,41,30,99,99,1,9/6/2018,10/6/2018,0
176077325,36,30,180,180,1,10/24/2019,10/22/2019,1
120024234,37,30,149,149,1,4/3/2019,5/2/2019,0
26689933,41,30,149,149,1,12/14/2018,1/14/2019,0
116588205,41,30,149,149,1,2/6/2020,3/6/2020,0
126906348,41,30,99,99,1,7/14/2019,8/14/2019,0
428697784,41,30,149,149,1,5/11/2019,6/11/2019,0
126588128,37,30,149,149,1,10/1/2018,11/1/2018,0
161166080,41,30,149,149,1,9/2/2019,10/2/2019,0
130784201,41,30,149,149,1,7/26/2018,4/25/2019,0
27535103,41,30,149,149,1,5/31/2018,6/30/2018,0
139930489,41,30,99,99,1,6/2/2019,7/2/2019,0
36930822,41,30,99,99,1,1/5/2020,2/5/2020,0
421507968,41,30,99,99,1,1/31/2019,2/28/2019,0
53907383,35,7,0,0,0,6/14/2018,6/15/2018,0
72926121,41,30,99,99,1,10/25/2019,11/25/2019,0
172413918,41,30,99,99,1,10/15/2019,11/15/2019,0
162348606,41,30,100,100,1,5/18/2019,6/18/2019,0
13416,41,30,99,99,1,9/25/2019,10/25/2019,0
95729853,36,30,150,150,0,11/12/2018,12/12/2018,0
15494,41,30,100,100,1,2/7/2020,3/7/2020,0
477629214,41,30,99,99,1,4/16/2019,5/16/2019,0
252482817,41,30,129,129,1,2/7/2019,3/8/2019,0
245829588,41,30,99,99,1,11/5/2018,12/5/2018,0
250676165,31,0,0,149,1,10/31/2018,11/30/2018,0
13325,41,30,99,99,1,12/27/2019,1/27/2020,0
92089979,38,30,149,149,0,6/9/2019,7/9/2019,0
60525695,41,30,149,149,1,1/1/2019,2/1/2019,0
37857584,41,30,149,149,1,8/26/2019,9/26/2019,0
99175283,36,30,180,180,1,2/17/2020,3/16/2020,0
17692,40,30,149,149,1,12/25/2019,12/24/2019,1
484441092,41,30,99,99,1,10/14/2018,11/14/2018,0
56965807,41,30,149,149,1,1/31/2018,2/28/2018,0
129108719,41,30,129,129,1,5/31/2019,7/1/2019,0
37165018,41,30,99,99,1,12/22/2019,1/22/2020,0
425302046,33,30,149,149,1,5/31/2019,6/30/2019,0
85262271,41,30,149,149,1,11/15/2018,12/16/2018,0
65563098,41,0,0,149,1,5/11/2018,6/11/2018,0
16689,40,30,149,149,1,9/19/2019,10/20/2019,0
179605868,32,410,1788,1788,0,6/16/2018,8/2/2019,0
23602160,36,30,180,180,1,11/19/2019,12/22/2019,0
160154813,41,30,99,99,1,3/6/2019,4/6/2019,0
40554511,39,31,149,149,1,2/28/2018,4/8/2018,0
100872162,41,30,99,99,1,8/9/2019,9/9/2019,0
209549886,41,30,149,149,1,3/23/2018,3/23/2018,1
158253377,41,30,119,119,1,11/17/2018,12/17/2018,0
181887701,38,10,0,0,0,12/30/2018,1/19/2019,0
17377,31,30,149,149,1,12/31/2018,1/31/2019,0
109705480,41,30,100,100,1,9/30/2019,10/31/2019,0
495287609,38,195,894,894,0,7/16/2018,1/27/2019,0
145876529,41,30,99,99,1,8/7/2019,9/7/2019,0
488400691,41,30,129,129,1,8/31/2018,9/30/2018,0
153658584,41,30,99,99,1,1/2/2019,2/2/2019,0
13764,41,30,149,149,1,12/6/2018,1/7/2019,0
98061249,40,30,149,149,1,7/26/2019,8/25/2019,0
49340214,41,30,99,99,1,6/18/2019,7/18/2019,0
85708507,38,30,149,149,0,3/5/2019,4/5/2019,0
165456409,38,30,149,149,0,1/2/2018,5/27/2019,0
214560121,41,30,149,0,1,3/19/2019,3/19/2019,1
78567532,41,30,129,129,1,9/14/2018,10/15/2018,0
103552788,41,30,129,129,1,10/4/2019,11/4/2019,0
125809135,41,30,99,99,1,12/14/2019,1/14/2020,0
142625630,41,30,99,99,1,4/26/2019,5/26/2019,0
211796859,41,30,129,129,1,7/2/2019,8/3/2019,0
36196174,10,30,149,149,1,8/6/2018,9/6/2018,0
430384631,36,0,0,150,0,5/10/2018,6/9/2018,0
506251834,38,30,149,149,0,4/18/2018,5/24/2018,0
64431912,40,30,149,149,1,7/13/2019,8/13/2019,0
513732361,37,31,149,149,1,2/3/2018,3/4/2018,0
473876015,41,30,149,149,1,2/18/2019,3/19/2019,0
517139132,41,30,149,149,1,3/22/2018,4/23/2018,0
430708432,41,30,149,149,1,7/18/2018,8/18/2018,0
65832519,38,30,149,149,0,12/31/2019,2/4/2020,0
80696537,38,30,149,149,0,7/21/2018,8/20/2018,0
125775534,40,30,149,149,1,8/10/2018,9/9/2018,0
54484865,41,30,99,99,1,9/8/2019,10/8/2019,0
137783887,39,30,149,149,1,1/31/2020,3/13/2020,0
31163209,41,30,99,99,1,9/13/2018,10/13/2018,0
50552792,30,30,149,149,1,8/1/2019,8/31/2019,0
480346965,41,30,149,149,1,3/8/2019,4/8/2019,0
176175424,41,30,149,149,1,8/9/2018,9/9/2018,0
